x,y,label
3.5282198700946346,3.5601900041290713,0
2.6913925433688872,3.7433745142900077,0
4.00301947251924,3.7571587040198917,0
3.423831035977562,3.8477844143863202,0
3.625358656223642,2.6529086482384834,0
3.013349993830707,3.4038395745207315,0
2.5393503497385503,2.3682180364852234,0
4.815560177582633,2.950977291980663,0
3.5821947167463244,2.4793204844972654,0
3.3807551387711343,3.6614543753606856,0
3.4239866645129906,2.944596239445528,0
2.900653664958157,0.817054244673646,0
3.3097770782123366,3.2913277680348245,0
3.9402342544283395,3.530282975185578,0
4.404666029321249,3.1371935598245013,0
3.7766737831167427,3.121640957472481,0
3.4465180261298034,2.238340213908179,0
3.68449439761795,2.818444930895925,0
2.573239994037772,3.6545741308148783,0
2.512184736949625,4.126282308086809,0
1.4693158453239263,3.5361536569406398,0
3.620884204571205,3.7545007750019694,0
2.9946857668461417,3.382551281093473,0
3.5637908655709363,3.4886459009752464,0
5.37248179269228,0.8701494732944579,0
1.8391627256903835,3.0157289228346973,0
3.690137684888759,2.7207320591945336,0
2.2034359886067523,1.615288405793257,0
2.1055731659303256,1.1581139760306924,0
3.2765340303243167,2.5166413622481416,0
3.3797768101566206,2.6168692883478095,0
1.765502554528597,1.625784492164624,0
-3.026735173158089,-4.615497287525339,1
-4.706706907454242,-2.213955534342582,1
-1.750846982968126,-2.277419798135837,1
-5.840486699424842,-2.6984321760915098,1
-5.50542616816105,-1.8929812683730909,1
-3.4291965378000584,-1.8249549019574316,1
-3.2810085076971918,-4.247356437243326,1
-3.4828736595234204,-4.127880004855712,1
-1.495884555047479,-2.555838761878546,1
-3.1022925764643046,-3.8340651849066663,1
-3.0323572378011048,-2.862412505625288,1
-1.4420256753532483,-2.875859521332303,1
-3.848270753527747,-4.090652317372358,1
-3.3277692824638705,-4.2897308870673925,1
-2.6581451108744774,-0.6713023491928722,1
-4.558404414871954,-2.934643968291716,1
-3.679854850585927,-3.2796465102598162,1
-3.1650044991654154,-3.8954579322716296,1
-2.549967715878246,-3.7099173351167027,1
-2.7070258108854164,-4.824609914272004,1
-2.867547891257897,-3.6137492418431028,1
-4.677171464066131,-4.074670763792584,1
-3.2989679247532764,-3.9380051125708784,1
-3.216447584892627,-2.4301267956110775,1
0.12289910248472324,-3.7126489132174845,1
-1.228423587276521,-3.3113129518257076,1
-3.1037221824877297,-2.62370567715026,1
-2.0603031736501407,-3.2246293182596033,1
-2.5296070730844673,-2.3632402359261757,1
-3.0924092061498194,-4.044841698892889,1
-1.461418794994751,-3.7136990751127374,1
-2.14323157444282,-3.523130122979172,1
-0.28784461349523394,-3.1942110929480054,1
-3.117454854761122,-2.256585494225562,1
-4.304004396518712,-3.314766825905051,1
-2.4038549211208933,-2.737111987706368,1
-4.528577130420066,-1.5705180085610124,1
-2.413920270161471,-2.1401443502073807,1
-3.7185815234024817,-2.301933027155919,1
-0.794283407011831,-0.05800477421989125,1
-1.9840549178805476,-1.7741259718356204,1
-3.6397014706620743,-4.187689213132338,1
-2.1533208867763243,-4.897163725438957,1
-4.169448614914,-3.803366859900952,1
-3.7594985087120083,-3.7847171551527516,1
-2.39814765366714,-1.8175221812122195,1
-2.666858356531387,-2.566414777102456,1
-1.2392254717437143,-2.215851905993034,1
-3.32789038517849,-2.497564944530829,1
-2.3183947102838247,-3.133592677846837,1
-3.4586882614701393,-3.402758230537785,1
-3.9718722731962033,-1.9339962825269532,1
-3.5100369113566137,-3.4480118173015715,1
-3.6552228464406333,-1.3402023256789313,1
-3.3106454005472976,-2.9567218301484623,1
-1.0881246591322367,-2.754744121312106,1
-4.636909566553115,-2.970644275164381,1
-1.9303564815104024,-1.9578457195138317,1
-2.2379322912801447,-3.2541300669526887,1
-4.459058358826943,-2.688777007368085,1
-1.793082207419079,-4.659699611230147,1
-2.79959296966075,-2.998443401639576,1
-1.9474956836772337,-3.9861479986364565,1
-3.601234533435493,-2.6397024305646655,1
-2.830981562961623,-3.693297863597314,1
-2.9185068724622285,-3.0871467733226488,1
-3.195136003313783,-3.8645103866744206,1
-3.301508943357293,-2.6308121363343346,1
-2.1209732950333793,-3.23881783358944,1
-3.8790546714472764,-0.9736851212061541,1
-2.8590668645527644,-3.4187589363195965,1
-2.753106059526582,-3.216744290518136,1
-2.1934749373565143,-3.1629316915230477,1
-3.146286395099758,-1.853472444970517,1
-2.0195928892493766,-3.51371144061628,1
-4.39787219368719,-2.789559968799413,1
-2.784821937629881,-3.9452891260577663,1
-2.2149615343025757,-2.555515503736147,1
-1.5725072786659886,-3.0617956783653204,1
-3.1058781224332037,-3.7364648003284726,1
-1.2970836643844859,-4.0141588875077066,1
-3.0129945077406823,-1.8692362473055113,1
-1.4730498906456522,-2.3235913785606495,1
-3.6836479275528102,-4.140046273653286,1
-4.1877191103547196,-3.865521272528154,1
-4.1707868543764715,-1.7729832322916064,1
-3.019512288404799,-4.472942380405437,1
-2.0698063394148294,-3.13392529674611,1
-3.7282799457331532,-2.772430557221199,1
-4.297652552708364,-2.4656951584716382,1
-2.5382045704770317,-2.313348531128939,1
-1.3801237344639141,-4.333518783653385,1
-5.259777179573247,-3.0517815114021323,1
-2.0853449052401656,-1.8916171951149503,1
-2.5587223445655822,-2.6845713863395093,1
-2.2974422725287926,-2.4574519523315037,1
-3.4304163752954686,-2.2717743331828357,1
-4.187017962526902,-2.7115986255716225,1
-2.4887086676336607,-3.9964150685878375,1
-4.567376983840745,-3.1823162176039332,1
4.187366227393678,-1.8155970716059913,2
3.4621498228002126,-3.9263948284450585,2
4.5142801840791105,-3.209619582133394,2
3.358924520418091,-2.4305345595752623,2
1.3527673810012248,-2.4544834914503384,2
4.14977033243821,-3.6510008680316535,2
2.5801098377874396,-2.7137155353336246,2
4.851293316114024,-2.3886521968288386,2
4.0156093421496255,-2.4757074752681443,2
2.8241847765515904,-4.7862899972168975,2
1.9916154379022368,-5.22893778674269,2
1.187421050604876,-1.5983239316651228,2
3.585154147759998,-3.843696792128565,2
1.8669894988705515,-3.6628832520635424,2
4.242282384879854,-3.8464365849113342,2
4.021783217697565,-2.3133729184430787,2
4.065890277323163,-4.052900142160831,2
3.1443361810404733,-2.8487929096608875,2
1.5385631237747095,-3.840920853079285,2
3.2694193217998335,-4.227670134246858,2
2.574451005419768,-3.523109059817672,2
3.6783649277557178,-0.6844081430830795,2
3.70053114190963,-3.2994703673552626,2
2.7926782669731445,-2.8023801669419206,2
2.6880278964077275,-3.6785590002785904,2
4.178302734521682,-3.716758280019027,2
1.716990623040879,-2.2362319196000326,2
3.164612964032339,-3.077049172364908,2
2.423524413597706,-1.060316563343748,2
2.9238628224945313,-0.7495598062622459,2
2.66238625176778,-3.3345002621469995,2
3.768195502291629,-5.235649824700302,2
3.4240426336025878,-1.7168082697155063,2
2.8881358771293777,-0.9846887281759669,2
2.7772836570068273,-2.394695637686938,2
1.542646788715641,-3.034289246612572,2
4.018523743323232,-3.356700646806682,2
5.094311663815629,-2.1739139498865048,2
2.4138805387518363,-2.856815496629261,2
2.181406001655664,-3.799959674490371,2
2.578487952529443,-3.4672020403758603,2
2.662616727044043,-3.1659115200498364,2
4.461832959134794,-1.85795147445824,2
1.8487255506520048,-6.721378783822446,2
3.18871805052893,-3.5145501649866944,2
3.118140725764358,-2.019781728702039,2
3.3063370243918717,-3.112819700891435,2
2.9069030110372776,-3.2479101651567857,2
6.184026225821746,-2.90626457021683,2
1.2593790760535166,-3.7921976334465786,2
4.154275196950467,-3.5247289739075764,2
3.7340733159216524,-1.6933600031026266,2
3.992740084971927,-3.9765545914417224,2
1.926724284803248,-3.0901798165997034,2
3.8565126655248947,-2.054654404498289,2
3.4912483835780663,-2.0040467422526476,2
2.4712373963839145,-3.2467281193627415,2
2.236771425131603,-3.82078557913161,2
4.036490605756925,-4.002945729502244,2
4.074253432913749,-1.7221627181059769,2
2.101546946057247,-3.5582126284767828,2
3.4947484410051852,-3.1165449716571136,2
4.77604226183198,-3.1599435187123075,2
3.054383633655985,-1.5826872097995048,2
4.850790688501585,-4.6800194626334575,2
2.816044083388669,-3.8587224020646986,2
2.4835423484479557,-3.727420238775831,2
2.4352070821929312,-3.6080473831585214,2
2.790546480965494,-1.933736503515693,2
3.315631556284772,-2.91091646635933,2
3.4536479061266125,-4.319016201121713,2
4.903345900504041,-1.4844881707341715,2
3.5227455611961753,-3.1145816809818476,2
4.317553161248213,-4.602477070416169,2
4.616294707880086,-2.274578525449013,2
4.348369996796665,-3.0657866160646745,2
1.6755671543651005,-3.6563159879463916,2
2.131969840831509,-3.716313911311675,2
0.7380319712551868,-4.626042436882098,2
3.936019577119752,-3.0993800189152303,2
2.7580833249990073,-4.02347149671015,2
3.9455379588505357,-2.334348557309681,2
1.8828143802819655,-2.970716645782455,2
1.6564736444607124,-2.5973563745537955,2
3.3893375145307525,-2.4497662656539614,2
3.7924028342526124,-2.482033242213571,2
2.4772843618489175,-2.532491661240569,2
2.1869546628395895,-2.083458801372887,2
2.8167533211801103,-4.2040741387395375,2
2.0931320409689933,-2.2539256150208224,2
1.8241851795994215,-2.6223678380184117,2
1.5946468063448824,-1.9281033799194904,2
1.8987486226831365,-2.4980322672330564,2
2.5311300683184887,-4.252272305194664,2
1.4572687243252969,-1.5477357571681438,2
3.8242413724511044,-3.501403036857572,2
4.6558449420915275,-3.055444195349221,2
2.8918807919148075,-1.4171983895900795,2
3.100336791539659,-1.3771018186141393,2
3.7285197360862123,-3.161387712466457,2
-2.4226600754816743,5.862841170299994,3
-3.1055843815399435,2.7212020347303874,3
-3.7763988382195093,3.2693010706061663,3
-2.2892381575741787,4.264660366616258,3
-2.951848471427458,1.5656883836471143,3
-2.6573401857261896,3.882585202144675,3
-1.857852790234615,3.5521875301542605,3
-2.473475038246523,3.683342661996766,3
-3.7415274085087606,4.548471959078072,3
-3.2211874549074815,3.232068342067586,3
-3.3699653271821544,3.025132412416387,3
-3.5232143592669076,2.6838479969218,3
-1.7699893877763795,-0.1356699871700151,3
-2.910557567666543,2.7759099016206044,3
-2.430258628919403,1.9469690315740147,3
-1.5043028587229246,2.774200318693442,3
-4.022520184441571,3.015797669768073,3
-0.9124897238407113,3.5852235443444487,3
-3.083252794708598,2.6281471772910683,3
-2.501580666374944,2.766928031428549,3
-1.6837028387660313,2.306802789453077,3
-4.788745767705237,3.5255424716514256,3
-3.9860181336305267,2.127567105760912,3
-2.191223909196842,3.1317689925959784,3
-4.320838331064207,1.262245660704227,3
-1.6917414824490737,3.2770861998261633,3
-4.51796760143846,3.5616860151263916,3
-2.5648259042710935,4.771568053674651,3
-3.7051311898852473,2.315246414080707,3
-4.387921353937433,3.1660363528812714,3
-4.0500503464852615,3.347211923170856,3
-4.152635850664255,4.14759322904832,3
-3.27340689724432,3.2821321505017553,3
-1.9564947288406511,2.286299459707,3
-2.584710457210874,2.9898432077347286,3
-2.2913896317563562,3.3070255294872477,3
-2.90257335806796,2.1819761115776632,3
-1.8116428628390462,2.8939353907319774,3
-4.291922871680606,3.046055913625233,3
-4.184367818832884,3.628901508540354,3
-3.2871552198116447,3.31775506285704,3
-4.386397929050532,3.302837156275296,3
-3.726415170040775,3.4502214336908454,3
-3.2969335882163193,3.364177170976419,3
-3.013889623225545,2.835171154875343,3
-3.1789551076587483,4.310957748356749,3
-2.8356780010768183,3.966903062919881,3
-2.688104859996045,3.740808191480271,3
-2.3978620156242387,2.7137223426892123,3
-2.9197214009784256,1.9921976984241463,3
-4.828092066780967,4.076139033038475,3
-3.036194302979484,3.6461102256445317,3
-1.9283574418532285,3.6522470204122865,3
-2.5992888418074993,1.0117328191361548,3
-2.0711522182900017,3.6253924313242862,3
-4.509663501656905,4.257083972977182,3
-2.8824260846606666,2.545333165672176,3
-1.2208363103443758,3.625369555478208,3
-3.9148627983670226,2.3571938958490293,3
-3.34566525296918,2.4955716524061216,3
-4.1070259372531845,3.822577738361672,3
-1.8746563460696768,3.3796414822259786,3
-3.90065396629739,2.7265915595012897,3
-2.290611737834091,0.7168734771322756,3
-3.4379133856507056,3.6515444527548864,3
-3.5811255293803987,2.1046745025415543,3
-3.462643790277363,2.525446630797711,3
-2.466547109741013,2.203940575680275,3
-3.1578235753630204,4.578327765281555,3
-3.259485156883142,4.470436724341354,3
-4.201242847623327,3.519589384447558,3
-2.2418324390565827,3.129866961732293,3
-3.193183444699889,2.589258414544752,3
-2.3048839158738565,4.311460864604793,3
-4.415331036111426,2.2805247678846627,3
-3.1890193512793683,3.627112401891236,3
-3.590487989920359,2.765478694120024,3
-2.0229604767176435,2.3388572160663994,3
-3.6423765604331564,2.9841358226676444,3
-2.331316606404158,4.206435610193553,3
-3.552513944183158,2.2016209084189984,3
-2.2900337067111054,3.300947513347145,3
-3.710928872136512,2.1474585660540475,3
-3.528218728207981,1.1988979272884568,3
-1.583562465682217,2.729177297399053,3
-3.999763364173218,1.0856064457681278,3
-2.230479090363143,2.8884862457778233,3
-3.9981840966995827,3.786433098296662,3
-3.0947803819221607,1.431632059593426,3
-2.5726097357941544,3.3161275446206404,3
-2.644732032660701,4.520549807644846,3
-2.5780417958657216,2.4965833555861083,3
-1.4466735800855435,3.528453798475652,3
-3.535851901191725,4.240828022032989,3
-2.1351814688043502,2.9762678220694205,3
-4.328918044048399,3.4730901600774287,3
-4.264663519648549,3.1266733333284513,3
-4.169992113663468,3.751515711962046,3
-2.444040303901905,3.978059233621779,3
-1.5295982070849983,2.2370570072681604,3
